num__Age,num__Income,num__Experience_Years,bin__Gender_Male,nom__City_Delhi,nom__City_Hyderabad,nom__City_Mumbai,nom__Department_HR,nom__Department_IT,nom__Department_Marketing,nom__Performance_Level_Low,nom__Performance_Level_Medium,nom__Age_Group_Senior,nom__Age_Group_Young
1.0547324170162893,0.16646267179473256,1.2970307738592306,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.3238021210937049,0.5977006887641766,-0.114703401769864,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.6995002931979134,1.425430965912678,-1.7911377353294138,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.347104535385323,-0.8296166222286897,-1.1735040334916849,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.2111515003437225,0.6612299127181972,-0.46763694567713765,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.26094211564436265,1.293232613153988,-0.6441037176307745,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0547324170162893,1.5552992284724074,-0.8205704895844113,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.4071281748288796,-0.7243513708873999,0.14999675616059124,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.11475605645984578,1.5876806290314955,-0.555870331653956,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.9918724115669472,-1.6112248198507015,0.5911636860446833,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-0.9918724115669472,1.4463332456386504,1.1205640019055938,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.041663026867587334,-0.31703104448964214,-1.7029043493525955,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.835453328239514,-1.3871935004270841,0.944097229951957,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.1278254466085478,0.2674446690938149,0.14999675616059124,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
-0.041663026867587334,-0.03968177874862661,0.06176337018377283,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.5766166483050148,1.3438092768843732,0.3264635281142281,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
-0.18784908605210424,0.10224812719395879,0.06176337018377283,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.649709677897273,-0.7389829666955805,0.06176337018377283,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.041663026867587334,1.3562478466229437,-1.3499708054453217,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.4201975649775815,0.5434232935413241,-0.555870331653956,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.3968951506859633,0.774136489270785,1.3852641598360491,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.9816393874240309,0.16402978349875877,1.0323306159287753,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
